N,seed,Q,k,gamma,warmup,tau,confirmation_steps,n_drifts,n_detected,tpr,total_alarms,matched_alarms,unmatched_alarms,unmatched_ratio,delay_min,delay_max,delay_mean,delay_median,max_ise,mean_background_ise,threshold_exceedances,delaytype_mean,delaytype_variance,delaytype_gradual,delaytype_cyclic,delaytype_distribution
20000,2024,0.0,6.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,642,642,642.0,642.0,0.09073705075250148,0.023989719631094805,7,642.0,,,,
20000,99,0.0,6.0,1.0,400,0.09,7,11,1,0.09090909090909091,1,1,0,0.0,696,696,696.0,696.0,0.09102502101860648,0.02177948294418897,7,696.0,,,,
20000,42,0.0,3.0,0.7,300,0.1,7,11,4,0.36363636363636365,4,4,0,0.0,77,4960,2095.0,1671.5,0.10384949552943774,0.023392737345752097,34,77.0,3072.5,2158.0,,
20000,7,0.0,3.0,0.7,300,0.1,7,11,4,0.36363636363636365,4,4,0,0.0,95,5584,2338.0,1836.5,0.11033472775213067,0.019393666230913535,28,95.0,3567.5,2122.0,,
20000,123,0.0,3.0,0.7,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,99,99,99.0,99.0,0.10724993345379104,0.03866777789468395,7,99.0,,,,
20000,2024,0.0,3.0,0.7,300,0.1,7,11,4,0.36363636363636365,4,4,0,0.0,90,6034,2450.5,1839.0,0.11084677367297646,0.021816398532666703,35,90.0,3788.0,2136.0,,
20000,99,0.0,3.0,0.7,300,0.1,7,11,4,0.36363636363636365,4,4,0,0.0,111,5480,2271.0,1746.5,0.10750682943101661,0.01666671468699418,35,111.0,3406.5,2160.0,,
20000,42,0.0,3.0,1.0,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,1106,1106,1106.0,1106.0,0.10031221924918424,0.01332010858859045,12,1106.0,,,,
20000,7,0.0,3.0,1.0,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,1464,1464,1464.0,1464.0,0.10027525562276882,0.012821796556349678,7,1464.0,,,,
20000,123,0.0,3.0,1.0,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,1559,1559,1559.0,1559.0,0.10034819909060587,0.01037849769576845,7,1559.0,,,,
20000,2024,0.0,3.0,1.0,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,1633,1633,1633.0,1633.0,0.10029788168215245,0.010662932633420285,7,1633.0,,,,
20000,99,0.0,3.0,1.0,300,0.1,7,11,1,0.09090909090909091,1,1,0,0.0,1826,1826,1826.0,1826.0,0.10024118483779433,0.008905464148503479,7,1826.0,,,,
20000,42,0.0,6.0,0.7,300,0.1,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,69,13610,4331.0,3384.0,0.11423504627597222,0.0336430265572049,66,2314.5,2769.5,2208.0,13610.0,
20000,7,0.0,6.0,0.7,300,0.1,7,11,6,0.5454545454545454,7,6,1,0.14285714285714285,69,12275,4072.3333333333335,3291.0,0.11338719803128532,0.026554391807592025,59,2232.0,2754.0,2187.0,12275.0,
