Q,k,gamma,warmup,tau,confirmation_steps,N,n_detected_mean,n_detected_std,n_detected_count,tpr_mean,tpr_std,tpr_count,total_alarms_mean,total_alarms_std,total_alarms_count,unmatched_alarms_mean,unmatched_alarms_std,unmatched_alarms_count,delay_mean_mean,delay_mean_std,delay_mean_count,delay_median_mean,delay_median_std,delay_median_count,max_ise_mean,max_ise_std,max_ise_count,mean_background_ise_mean,mean_background_ise_std,mean_background_ise_count
0.55,6.0,1.0,250,0.07,5,20000,11.0,0.0,5,1.0,0.0,5,22.2,3.0331501776206204,5,11.2,3.0331501776206204,5,591.5090909090909,88.94170251508002,5,515.0,146.0873026652214,5,0.09755630489616376,0.00789907453445271,5,0.0328813308227949,0.0024499132540947975,5
0.55,6.0,0.8,400,0.085,7,20000,11.0,0.0,5,1.0,0.0,5,22.4,2.0736441353327724,5,11.4,2.073644135332772,5,611.1454545454545,163.07842508214483,5,329.8,78.22531559540045,5,0.10609518789062866,0.007823094592787438,5,0.03984605417919233,0.0014950854749068482,5
0.55,3.0,0.8,250,0.09,10,20000,11.0,0.0,5,1.0,0.0,5,22.6,1.1401754250991378,5,11.6,1.140175425099138,5,628.1636363636364,136.73843039580146,5,310.0,89.43153806124549,5,0.12640371582166807,0.00984015766777677,5,0.04103295516814688,0.002696837371951831,5
0.6,4.0,1.0,400,0.07,10,20000,11.0,0.0,5,1.0,0.0,5,22.6,0.547722557505166,5,11.6,0.5477225575051662,5,591.8727272727273,138.7046121132517,5,396.0,195.66808630944394,5,0.10845500176534113,0.019569822819170152,5,0.0325117856918984,0.0009227993963035031,5
0.45,4.0,0.8,200,0.08,10,20000,11.0,0.0,5,1.0,0.0,5,22.8,1.9235384061671348,5,11.8,1.9235384061671346,5,687.4727272727272,64.03312675728131,5,324.6,31.48491702387033,5,0.12440470982375004,0.012038103455706372,5,0.03784720114712744,0.0005088389122899098,5
0.55,6.0,0.8,400,0.085,5,20000,11.0,0.0,5,1.0,0.0,5,22.8,2.588435821108957,5,11.8,2.588435821108957,5,566.5636363636364,148.96503000801653,5,327.0,77.14920608794364,5,0.10182708567114358,0.0053147539902504305,5,0.04027672749759016,0.001889379531357092,5
0.55,6.0,0.8,300,0.085,10,20000,11.0,0.0,5,1.0,0.0,5,22.8,2.16794833886788,5,11.8,2.16794833886788,5,604.8545454545454,128.66911886214316,5,333.0,77.89415895944958,5,0.12038134686863808,0.018667154746481066,5,0.0402654121824366,0.002104270608638101,5
0.6,4.0,1.0,400,0.07,7,20000,11.0,0.0,5,1.0,0.0,5,22.8,0.44721359549995765,5,11.8,0.44721359549995804,5,600.0727272727273,141.31078228529714,5,393.0,195.66808630944394,5,0.09806529631472787,0.003705090011869907,5,0.032164906540989656,0.0010186303289288782,5
0.55,6.0,1.0,200,0.07,5,20000,11.0,0.0,5,1.0,0.0,5,22.8,2.7748873851023212,5,11.8,2.7748873851023212,5,591.5090909090909,88.94170251508002,5,515.0,146.0873026652214,5,0.09453843811899225,0.011607985053002218,5,0.03288189933150305,0.0024601233329083626,5
0.55,3.0,1.0,300,0.06,7,20000,11.0,0.0,5,1.0,0.0,5,23.2,2.280350850198276,5,12.2,2.280350850198276,5,517.2363636363636,81.14792634696973,5,323.6,112.87293741194122,5,0.09168883168511428,0.018405577708448136,5,0.026191072729277953,0.001581021521265005,5
0.6,4.0,1.0,400,0.07,5,20000,11.0,0.0,5,1.0,0.0,5,23.2,0.44721359549995787,5,12.2,0.44721359549995787,5,597.2545454545455,137.36428915072614,5,393.4,192.10622061765724,5,0.09110826977777331,0.007519286664930186,5,0.03215629577373441,0.0011635211988314574,5
0.6,4.0,0.8,400,0.09,10,20000,11.0,0.0,5,1.0,0.0,5,23.4,1.5165750888103104,5,12.4,1.5165750888103098,5,566.0181818181818,128.30834181187285,5,289.2,64.20046728801901,5,0.12729836411143322,0.011125119441866727,5,0.04319053319964048,0.0028932225157613798,5
